airport_group,timestamp,target_sched,flights_cnt,avg_duration,max_duration,passenger_share,cargo_share,charter_share,airline,dow,holiday,month,hournum,weekend,date,daily_flights_cnt,flights_cnt_prev,flights_cnt_next
A,2025-10-17 20:00:00,0,3,38.333333333333336,55.0,1.0,0.0,0.0,,4,False,10,20,0,2025-10-17,48,3,1
G,2025-10-17 20:00:00,0,1,15.0,15.0,1.0,0.0,0.0,,4,False,10,20,0,2025-10-17,35,2,4
E,2025-10-17 20:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,4,False,10,20,0,2025-10-17,40,4,2
B,2025-10-17 21:00:00,0,1,70.0,70.0,1.0,0.0,0.0,,4,False,10,21,0,2025-10-17,46,1,0
D,2025-10-17 21:00:00,1,2,60.0,65.0,1.0,0.0,0.0,,4,False,10,21,0,2025-10-17,48,3,0
A,2025-10-17 21:00:00,0,1,65.0,65.0,1.0,0.0,0.0,,4,False,10,21,0,2025-10-17,48,3,0
F,2025-10-17 21:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,4,False,10,21,0,2025-10-17,26,0,0
C,2025-10-17 21:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,4,False,10,21,0,2025-10-17,21,1,0
G,2025-10-17 21:00:00,1,4,23.75,30.0,1.0,0.0,0.0,,4,False,10,21,0,2025-10-17,35,1,1
E,2025-10-17 21:00:00,1,2,27.5,30.0,1.0,0.0,0.0,,4,False,10,21,0,2025-10-17,40,0,0
D,2025-10-17 22:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,4,False,10,22,0,2025-10-17,48,2,0
G,2025-10-17 22:00:00,0,1,30.0,30.0,1.0,0.0,0.0,,4,False,10,22,0,2025-10-17,35,4,0
F,2025-10-17 22:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,4,False,10,22,0,2025-10-17,26,0,0
B,2025-10-17 22:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,4,False,10,22,0,2025-10-17,46,1,0
A,2025-10-17 22:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,4,False,10,22,0,2025-10-17,48,1,0
C,2025-10-17 22:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,4,False,10,22,0,2025-10-17,21,0,0
E,2025-10-17 22:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,4,False,10,22,0,2025-10-17,40,2,0
F,2025-10-17 23:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,4,False,10,23,0,2025-10-17,26,0,0
C,2025-10-17 23:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,4,False,10,23,0,2025-10-17,21,0,0
D,2025-10-17 23:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,4,False,10,23,0,2025-10-17,48,0,0
A,2025-10-17 23:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,4,False,10,23,0,2025-10-17,48,0,0
G,2025-10-17 23:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,4,False,10,23,0,2025-10-17,35,1,0
B,2025-10-17 23:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,4,False,10,23,0,2025-10-17,46,0,0
E,2025-10-17 23:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,4,False,10,23,0,2025-10-17,40,0,0
B,2025-10-18 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,0,1,2025-10-18,20,0,0
C,2025-10-18 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,0,1,2025-10-18,4,0,0
G,2025-10-18 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,0,1,2025-10-18,10,0,0
A,2025-10-18 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,0,1,2025-10-18,30,0,0
E,2025-10-18 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,0,1,2025-10-18,17,0,0
D,2025-10-18 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,0,1,2025-10-18,8,0,0
F,2025-10-18 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,0,1,2025-10-18,0,0,0
F,2025-10-18 01:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,1,1,2025-10-18,0,0,0
D,2025-10-18 01:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,1,1,2025-10-18,8,0,0
E,2025-10-18 01:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,1,1,2025-10-18,17,0,0
G,2025-10-18 01:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,1,1,2025-10-18,10,0,0
B,2025-10-18 01:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,1,1,2025-10-18,20,0,0
C,2025-10-18 01:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,1,1,2025-10-18,4,0,0
A,2025-10-18 01:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,1,1,2025-10-18,30,0,0
D,2025-10-18 02:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,2,1,2025-10-18,8,0,0
G,2025-10-18 02:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,2,1,2025-10-18,10,0,0
E,2025-10-18 02:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,2,1,2025-10-18,17,0,0
B,2025-10-18 02:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,2,1,2025-10-18,20,0,0
A,2025-10-18 02:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,2,1,2025-10-18,30,0,0
C,2025-10-18 02:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,2,1,2025-10-18,4,0,0
F,2025-10-18 02:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,2,1,2025-10-18,0,0,0
C,2025-10-18 03:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,3,1,2025-10-18,4,0,0
F,2025-10-18 03:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,3,1,2025-10-18,0,0,0
A,2025-10-18 03:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,3,1,2025-10-18,30,0,1
D,2025-10-18 03:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,3,1,2025-10-18,8,0,0
E,2025-10-18 03:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,3,1,2025-10-18,17,0,0
B,2025-10-18 03:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,3,1,2025-10-18,20,0,0
G,2025-10-18 03:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,3,1,2025-10-18,10,0,0
B,2025-10-18 04:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,4,1,2025-10-18,20,0,2
G,2025-10-18 04:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,4,1,2025-10-18,10,0,0
C,2025-10-18 04:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,4,1,2025-10-18,4,0,0
D,2025-10-18 04:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,4,1,2025-10-18,8,0,0
A,2025-10-18 04:00:00,0,1,65.0,65.0,1.0,0.0,0.0,,5,False,10,4,1,2025-10-18,30,0,2
F,2025-10-18 04:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,4,1,2025-10-18,0,0,0
E,2025-10-18 04:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,4,1,2025-10-18,17,0,0
A,2025-10-18 05:00:00,0,2,47.5,65.0,1.0,0.0,0.0,,5,False,10,5,1,2025-10-18,30,1,5
C,2025-10-18 05:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,5,1,2025-10-18,4,0,0
G,2025-10-18 05:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,5,1,2025-10-18,10,0,0
D,2025-10-18 05:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,5,1,2025-10-18,8,0,0
E,2025-10-18 05:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,5,1,2025-10-18,17,0,2
B,2025-10-18 05:00:00,1,2,42.5,55.0,1.0,0.0,0.0,,5,False,10,5,1,2025-10-18,20,0,3
F,2025-10-18 05:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,5,1,2025-10-18,0,0,0
B,2025-10-18 06:00:00,1,3,46.666666666666664,55.0,1.0,0.0,0.0,,5,False,10,6,1,2025-10-18,20,2,1
C,2025-10-18 06:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,6,1,2025-10-18,4,0,0
A,2025-10-18 06:00:00,1,5,36.0,55.0,1.0,0.0,0.0,,5,False,10,6,1,2025-10-18,30,2,1
G,2025-10-18 06:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,6,1,2025-10-18,10,0,0
D,2025-10-18 06:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,6,1,2025-10-18,8,0,0
F,2025-10-18 06:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,6,1,2025-10-18,0,0,0
E,2025-10-18 06:00:00,1,2,25.0,25.0,1.0,0.0,0.0,,5,False,10,6,1,2025-10-18,17,0,3
E,2025-10-18 07:00:00,1,3,25.0,25.0,1.0,0.0,0.0,,5,False,10,7,1,2025-10-18,17,2,0
G,2025-10-18 07:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,7,1,2025-10-18,10,0,0
C,2025-10-18 07:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,7,1,2025-10-18,4,0,3
D,2025-10-18 07:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,7,1,2025-10-18,8,0,2
F,2025-10-18 07:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,7,1,2025-10-18,0,0,0
A,2025-10-18 07:00:00,0,1,70.0,70.0,1.0,0.0,0.0,,5,False,10,7,1,2025-10-18,30,5,4
B,2025-10-18 07:00:00,0,1,55.0,55.0,1.0,0.0,0.0,,5,False,10,7,1,2025-10-18,20,3,0
F,2025-10-18 08:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,8,1,2025-10-18,0,0,0
A,2025-10-18 08:00:00,1,4,56.25,70.0,1.0,0.0,0.0,,5,False,10,8,1,2025-10-18,30,1,5
C,2025-10-18 08:00:00,1,3,23.333333333333332,30.0,1.0,0.0,0.0,,5,False,10,8,1,2025-10-18,4,0,1
D,2025-10-18 08:00:00,1,2,55.0,55.0,1.0,0.0,0.0,,5,False,10,8,1,2025-10-18,8,0,1
B,2025-10-18 08:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,8,1,2025-10-18,20,1,3
G,2025-10-18 08:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,8,1,2025-10-18,10,0,2
E,2025-10-18 08:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,8,1,2025-10-18,17,3,4
B,2025-10-18 09:00:00,1,3,50.0,60.0,1.0,0.0,0.0,,5,False,10,9,1,2025-10-18,20,0,4
F,2025-10-18 09:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,9,1,2025-10-18,0,0,0
E,2025-10-18 09:00:00,1,4,33.75,50.0,1.0,0.0,0.0,,5,False,10,9,1,2025-10-18,17,0,1
D,2025-10-18 09:00:00,0,1,30.0,30.0,1.0,0.0,0.0,,5,False,10,9,1,2025-10-18,8,2,0
A,2025-10-18 09:00:00,1,5,37.0,55.0,1.0,0.0,0.0,,5,False,10,9,1,2025-10-18,30,4,3
C,2025-10-18 09:00:00,0,1,30.0,30.0,1.0,0.0,0.0,,5,False,10,9,1,2025-10-18,4,3,0
G,2025-10-18 09:00:00,0,2,45.0,75.0,1.0,0.0,0.0,,5,False,10,9,1,2025-10-18,10,0,2
G,2025-10-18 10:00:00,0,2,32.5,50.0,1.0,0.0,0.0,,5,False,10,10,1,2025-10-18,10,2,0
F,2025-10-18 10:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,10,1,2025-10-18,0,0,0
E,2025-10-18 10:00:00,0,1,30.0,30.0,1.0,0.0,0.0,,5,False,10,10,1,2025-10-18,17,4,2
D,2025-10-18 10:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,10,1,2025-10-18,8,1,4
C,2025-10-18 10:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,10,1,2025-10-18,4,1,0
A,2025-10-18 10:00:00,0,3,53.333333333333336,65.0,1.0,0.0,0.0,,5,False,10,10,1,2025-10-18,30,5,2
B,2025-10-18 10:00:00,1,4,55.0,70.0,1.0,0.0,0.0,,5,False,10,10,1,2025-10-18,20,3,0
A,2025-10-18 11:00:00,0,2,65.0,65.0,1.0,0.0,0.0,,5,False,10,11,1,2025-10-18,30,3,0
D,2025-10-18 11:00:00,1,4,47.5,65.0,1.0,0.0,0.0,,5,False,10,11,1,2025-10-18,8,0,1
E,2025-10-18 11:00:00,0,2,27.5,30.0,1.0,0.0,0.0,,5,False,10,11,1,2025-10-18,17,1,1
B,2025-10-18 11:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,11,1,2025-10-18,20,4,3
G,2025-10-18 11:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,11,1,2025-10-18,10,2,0
F,2025-10-18 11:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,11,1,2025-10-18,0,0,0
C,2025-10-18 11:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,11,1,2025-10-18,4,0,0
C,2025-10-18 12:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,12,1,2025-10-18,4,0,0
A,2025-10-18 12:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,12,1,2025-10-18,30,2,1
D,2025-10-18 12:00:00,0,1,35.0,35.0,1.0,0.0,0.0,,5,False,10,12,1,2025-10-18,8,4,0
F,2025-10-18 12:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,12,1,2025-10-18,0,0,0
G,2025-10-18 12:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,12,1,2025-10-18,10,0,0
B,2025-10-18 12:00:00,1,3,58.333333333333336,70.0,1.0,0.0,0.0,,5,False,10,12,1,2025-10-18,20,0,3
E,2025-10-18 12:00:00,0,1,30.0,30.0,1.0,0.0,0.0,,5,False,10,12,1,2025-10-18,17,2,2
D,2025-10-18 13:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,13,1,2025-10-18,8,1,0
E,2025-10-18 13:00:00,0,2,27.5,30.0,1.0,0.0,0.0,,5,False,10,13,1,2025-10-18,17,1,0
B,2025-10-18 13:00:00,1,3,61.666666666666664,70.0,1.0,0.0,0.0,,5,False,10,13,1,2025-10-18,20,3,0
F,2025-10-18 13:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,13,1,2025-10-18,0,0,0
A,2025-10-18 13:00:00,0,1,55.0,55.0,1.0,0.0,0.0,,5,False,10,13,1,2025-10-18,30,0,4
G,2025-10-18 13:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,13,1,2025-10-18,10,0,0
C,2025-10-18 13:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,13,1,2025-10-18,4,0,0
G,2025-10-18 14:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,14,1,2025-10-18,10,0,4
E,2025-10-18 14:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,14,1,2025-10-18,17,2,0
B,2025-10-18 14:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,14,1,2025-10-18,20,3,1
F,2025-10-18 14:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,14,1,2025-10-18,0,0,0
D,2025-10-18 14:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,14,1,2025-10-18,8,0,0
C,2025-10-18 14:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,14,1,2025-10-18,4,0,0
A,2025-10-18 14:00:00,1,4,45.0,65.0,1.0,0.0,0.0,,5,False,10,14,1,2025-10-18,30,1,2
E,2025-10-18 15:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,15,1,2025-10-18,17,0,2
A,2025-10-18 15:00:00,0,2,47.5,65.0,1.0,0.0,0.0,,5,False,10,15,1,2025-10-18,30,4,0
G,2025-10-18 15:00:00,1,4,30.0,45.0,1.0,0.0,0.0,,5,False,10,15,1,2025-10-18,10,0,2
F,2025-10-18 15:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,15,1,2025-10-18,0,0,0
C,2025-10-18 15:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,15,1,2025-10-18,4,0,0
B,2025-10-18 15:00:00,0,1,70.0,70.0,1.0,0.0,0.0,,5,False,10,15,1,2025-10-18,20,0,0
D,2025-10-18 15:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,15,1,2025-10-18,8,0,0
D,2025-10-18 16:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,16,1,2025-10-18,8,0,0
C,2025-10-18 16:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,16,1,2025-10-18,4,0,0
E,2025-10-18 16:00:00,1,2,40.0,55.0,1.0,0.0,0.0,,5,False,10,16,1,2025-10-18,17,0,0
A,2025-10-18 16:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,16,1,2025-10-18,30,2,0
G,2025-10-18 16:00:00,1,2,15.0,15.0,1.0,0.0,0.0,,5,False,10,16,1,2025-10-18,10,4,0
F,2025-10-18 16:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,16,1,2025-10-18,0,0,0
B,2025-10-18 16:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,16,1,2025-10-18,20,1,0
F,2025-10-18 17:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,17,1,2025-10-18,0,0,0
G,2025-10-18 17:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,17,1,2025-10-18,10,2,0
D,2025-10-18 17:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,17,1,2025-10-18,8,0,0
E,2025-10-18 17:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,17,1,2025-10-18,17,2,0
C,2025-10-18 17:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,17,1,2025-10-18,4,0,0
A,2025-10-18 17:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,17,1,2025-10-18,30,0,0
B,2025-10-18 17:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,17,1,2025-10-18,20,0,0
F,2025-10-18 18:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,18,1,2025-10-18,0,0,0
C,2025-10-18 18:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,18,1,2025-10-18,4,0,0
A,2025-10-18 18:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,18,1,2025-10-18,30,0,0
D,2025-10-18 18:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,18,1,2025-10-18,8,0,0
B,2025-10-18 18:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,18,1,2025-10-18,20,0,0
G,2025-10-18 18:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,18,1,2025-10-18,10,0,0
E,2025-10-18 18:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,18,1,2025-10-18,17,0,0
B,2025-10-18 19:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,19,1,2025-10-18,20,0,0
F,2025-10-18 19:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,19,1,2025-10-18,0,0,0
D,2025-10-18 19:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,19,1,2025-10-18,8,0,0
C,2025-10-18 19:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,19,1,2025-10-18,4,0,0
E,2025-10-18 19:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,19,1,2025-10-18,17,0,0
A,2025-10-18 19:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,19,1,2025-10-18,30,0,0
G,2025-10-18 19:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,19,1,2025-10-18,10,0,0
B,2025-10-18 20:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,20,1,2025-10-18,20,0,0
D,2025-10-18 20:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,20,1,2025-10-18,8,0,0
A,2025-10-18 20:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,20,1,2025-10-18,30,0,0
E,2025-10-18 20:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,20,1,2025-10-18,17,0,0
F,2025-10-18 20:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,20,1,2025-10-18,0,0,0
C,2025-10-18 20:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,20,1,2025-10-18,4,0,0
G,2025-10-18 20:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,20,1,2025-10-18,10,0,0
G,2025-10-18 21:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,21,1,2025-10-18,10,0,0
A,2025-10-18 21:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,21,1,2025-10-18,30,0,0
C,2025-10-18 21:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,21,1,2025-10-18,4,0,0
E,2025-10-18 21:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,21,1,2025-10-18,17,0,0
B,2025-10-18 21:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,21,1,2025-10-18,20,0,0
D,2025-10-18 21:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,21,1,2025-10-18,8,0,0
F,2025-10-18 21:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,21,1,2025-10-18,0,0,0
B,2025-10-18 22:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,22,1,2025-10-18,20,0,0
C,2025-10-18 22:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,22,1,2025-10-18,4,0,0
A,2025-10-18 22:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,22,1,2025-10-18,30,0,0
G,2025-10-18 22:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,22,1,2025-10-18,10,0,0
D,2025-10-18 22:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,22,1,2025-10-18,8,0,0
F,2025-10-18 22:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,22,1,2025-10-18,0,0,0
E,2025-10-18 22:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,22,1,2025-10-18,17,0,0
C,2025-10-18 23:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,23,1,2025-10-18,4,0,0
B,2025-10-18 23:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,23,1,2025-10-18,20,0,0
F,2025-10-18 23:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,23,1,2025-10-18,0,0,0
E,2025-10-18 23:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,23,1,2025-10-18,17,0,0
D,2025-10-18 23:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,23,1,2025-10-18,8,0,0
G,2025-10-18 23:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,23,1,2025-10-18,10,0,0
A,2025-10-18 23:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,5,False,10,23,1,2025-10-18,30,0,0
A,2025-10-19 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,0,1,2025-10-19,30,0,0
F,2025-10-19 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,0,1,2025-10-19,16,0,0
B,2025-10-19 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,0,1,2025-10-19,36,0,0
G,2025-10-19 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,0,1,2025-10-19,21,0,0
C,2025-10-19 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,0,1,2025-10-19,17,0,0
E,2025-10-19 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,0,1,2025-10-19,36,0,0
D,2025-10-19 00:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,0,1,2025-10-19,36,0,0
A,2025-10-19 01:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,1,1,2025-10-19,30,0,0
F,2025-10-19 01:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,1,1,2025-10-19,16,0,0
E,2025-10-19 01:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,1,1,2025-10-19,36,0,0
D,2025-10-19 01:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,1,1,2025-10-19,36,0,0
B,2025-10-19 01:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,1,1,2025-10-19,36,0,0
C,2025-10-19 01:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,1,1,2025-10-19,17,0,0
G,2025-10-19 01:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,1,1,2025-10-19,21,0,0
C,2025-10-19 02:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,2,1,2025-10-19,17,0,0
B,2025-10-19 02:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,2,1,2025-10-19,36,0,0
F,2025-10-19 02:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,2,1,2025-10-19,16,0,0
E,2025-10-19 02:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,2,1,2025-10-19,36,0,0
G,2025-10-19 02:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,2,1,2025-10-19,21,0,0
D,2025-10-19 02:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,2,1,2025-10-19,36,0,0
A,2025-10-19 02:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,2,1,2025-10-19,30,0,0
E,2025-10-19 03:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,3,1,2025-10-19,36,0,0
B,2025-10-19 03:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,3,1,2025-10-19,36,0,0
F,2025-10-19 03:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,3,1,2025-10-19,16,0,0
G,2025-10-19 03:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,3,1,2025-10-19,21,0,0
C,2025-10-19 03:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,3,1,2025-10-19,17,0,0
A,2025-10-19 03:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,3,1,2025-10-19,30,0,0
D,2025-10-19 03:00:00,0,0,0.0,0.0,0.0,0.0,0.0,,6,False,10,3,1,2025-10-19,36,0,0
